Index,Company,TypeName,Inches,screen_resolution,has_ips_panel,is_touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price
701,Lenovo,Ultrabook,14,Quad HD +,1,0,1440,2560,Intel,Core i7,2.5,64,SSD,512,0,Intel, HD Graphics 520,windows,1.2,89864
702,HP,2 in 1 Convertible,13.3,Full HD,1,1,768,1366,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.6,44574
703,Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,79867
704,Dell,Gaming,17.3,4k Ultra HD,0,0,2160,3840,Intel,Core i7,2.8,32,Hybrid,1024,1024,Nvidia, GeForce GTX 1070,windows,4.4,194973
705,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050 Ti,windows,2.7,71847
706,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,4,HDD,1024,0,Intel, HD Graphics 620,N/A,1.9,26102
707,Dell,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i3,2.4,4,HDD,1024,0,Intel, HD Graphics 620,windows,1.7,34579
708,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,8,HDD,1024,0,AMD, Radeon R7 M445,linux,2.3,31410
709,HP,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A9-Series 9420,3,4,HDD,1024,0,AMD, Radeon 520,windows,2.1,26054
710,Acer,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.6,16,Hybrid,128,1024,Nvidia, GeForce GTX 1060,windows,4.2,103097
711,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,12,HDD,1024,0,Intel, HD Graphics 620,windows,2.3,34579
712,HP,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A9-Series A9-9420,3,6,Hybrid,128,1024,AMD, Radeon 520,windows,2.1,34632
713,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,4,HDD,500,0,Intel, HD Graphics 620,windows,2.4,29784
714,Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,51149
715,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,4,HDD,1024,0,Intel, HD Graphics 620,windows,1.9,41505
716,HP,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,SSD,256,0,Nvidia, Quadro M2200,windows,2.6,128884
717,Dell,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,1.6,8,HDD,1024,0,Intel, UHD Graphics 620,windows,1.6,35112
718,MSI,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1060,windows,1.8,111594
719,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,windows,2.4,21887
720,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,Hybrid,128,1024,Nvidia, GeForce 940MX,windows,2,64309
721,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,8,SSD,256,0,Intel, HD Graphics 520,windows,2,35431
722,Toshiba,Notebook,14,Full HD,1,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,81785
723,Lenovo,2 in 1 Convertible,14,Full HD,0,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.7,53227
724,Lenovo,Workstation,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.8,16,SSD,1024,0,Nvidia, Quadro M520M,windows,2.5,175771
725,Acer,Notebook,14,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,2,Flash Storage,32,0,Intel, HD Graphics 400,other,1.7,17582
726,Samsung,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,SSD,256,0,Intel, HD Graphics 620,windows,0.8,87859
727,Dell,Notebook,14,Full HD,0,0,768,1366,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.6,60031
728,HP,Workstation,17.3,Full HD,1,0,1080,1920,Intel,Xeon E3-1535M,2.9,16,SSD,256,0,Nvidia, Quadro M2000M,windows,3,233846
729,Lenovo,Netbook,11.6,Full HD,0,1,768,1366,Intel,Celeron Dual,1.6,4,SSD,128,0,Intel, HD Graphics 400,windows,1.4,25308
730,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.4,8,SSD,256,0,Intel, HD Graphics 520,windows,1.8,101232
731,Asus,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.3,4,HDD,1024,0,Nvidia, GeForce GTX 950M,N/A,2.5,30849
732,Asus,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i7,2.7,4,SSD,256,0,Intel, HD Graphics 620,windows,2.4,45283
733,Lenovo,2 in 1 Convertible,13.3,Quad HD +,1,1,1800,3200,Intel,Core i5,1.8,8,SSD,256,0,Intel, HD Graphics 540,windows,1.3,63883
734,HP,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050,windows,2.2,58555
735,HP,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.6,8,SSD,256,0,Nvidia, Quadro M1000M,windows,2.6,83170
736,Dell,Gaming,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,4.4,152860
737,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,4,SSD,256,0,Intel, HD Graphics 620,windows,2.1,31915
738,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050,windows,2.5,55837
739,Dell,Ultrabook,12.5,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,SSD,256,0,Intel, HD Graphics 620,windows,1.2,99048
740,Google,Ultrabook,12.3,Full HD,0,1,1600,2400,Intel,Core i5,1.2,8,SSD,256,0,Intel, HD Graphics 615,other,1.1,83064
741,Asus,Ultrabook,13.3,Quad HD +,1,0,1800,3200,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.2,60153
742,Dell,Notebook,13.3,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,windows,1.7,45235
743,Acer,Notebook,13.3,Full HD,0,0,768,1366,Intel,Core i5,2.3,4,SSD,128,0,Intel, HD Graphics 520,windows,1.6,34898
744,Asus,Notebook,17.3,Full HD,0,0,768,1366,Intel,Pentium Quad,1.1,4,HDD,1024,0,Nvidia, GeForce 920MX,windows,2.8,25060
745,Dell,Gaming,15.6,4k Ultra HD,1,1,2160,3840,Intel,Core i7,2.6,16,Hybrid,128,1024,Nvidia, GeForce GTX 960M,windows,2.7,58555
746,Samsung,Ultrabook,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,85195
747,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Pentium Quad,1.1,4,HDD,1024,0,Intel, HD Graphics 505,linux,2.1,15877
748,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,SSD,0,0,AMD, Radeon R7 M445,windows,2.3,62938
749,Samsung,2 in 1 Convertible,15,Full HD,0,1,1080,1920,Intel,Core i7,2.7,16,SSD,256,0,AMD, Radeon 540,windows,1.7,95851
750,Toshiba,Notebook,14,Full HD,1,0,768,1366,Intel,Core i5,2.3,4,SSD,128,0,Intel, HD Graphics 520,windows,1.8,54346
751,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia, GeForce GTX 1050,windows,2.6,58555
752,Asus,2 in 1 Convertible,15.6,Full HD,0,1,1080,1920,Intel,Core i7,2.7,12,HDD,2048,0,Nvidia, GeForce 940MX,windows,2.3,44702
753,Lenovo,Notebook,15.6,4k Ultra HD,0,0,2160,3840,Intel,Core i7,2.7,16,SSD,512,0,Nvidia, Quadro M2000M,windows,2.5,126274
754,Acer,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i3,2.4,4,SSD,128,0,Intel, HD Graphics 620,windows,1.8,33886
755,Razer,Gaming,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,SSD,512,0,Nvidia, GeForce GTX 1060,windows,2,154459
756,Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Pentium Dual,1.1,8,SSD,128,0,Intel, HD Graphics 505,windows,2,31004
757,Dell,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,32,Hybrid,1024,1024,Nvidia, GeForce GTX 1070M,windows,4.4,191211
758,Asus,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.6,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,4.3,125208
759,Toshiba,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.6,16,SSD,512,0,Nvidia, GeForce 930M,windows,1.5,93986
760,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Quad,1.6,8,HDD,1024,0,Intel, HD Graphics 405,N/A,2.2,17529
761,Lenovo,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,SSD,512,0,Intel, HD Graphics 620,windows,1.7,122491
762,MSI,Gaming,14,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1060,windows,1.6,100752
763,MSI,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050,windows,2.2,58022
764,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,4,HDD,1024,0,Nvidia, GeForce GTX 1050,windows,2.4,53227
765,Acer,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1060,windows,4.2,122491
766,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce GTX 1050,windows,2.6,52481
767,Asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX1060,windows,2.2,71342
768,Vero,Notebook,14,Full HD,0,0,1080,1920,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.2,10811
769,Lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,SSD,512,0,Intel, HD Graphics 620,windows,1.4,104962
770,Lenovo,2 in 1 Convertible,15.6,Full HD,0,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,AMD, Radeon R7 M460,windows,2.1,51096
771,Apple,Ultrabook,12,Full HD,1,0,1440,2304,Intel,Core M,1.2,8,Flash Storage,512,0,Intel, HD Graphics 5300,macos,0.9,62071
772,Lenovo,2 in 1 Convertible,14,Full HD,1,1,1440,2560,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,124142
773,Asus,Notebook,14,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.6,15931
774,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,8,SSD,128,0,Intel, HD Graphics 620,windows,2,43157
775,Lenovo,2 in 1 Convertible,13.9,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,71875
776,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,8,SSD,256,0,AMD, Radeon R5 M420X,windows,2,39374
777,HP,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, Quadro M2200,windows,3.1,110018
778,Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,2.4,58555
779,Dell,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,79867
780,Dell,Notebook,15.6,4k Ultra HD,0,1,2160,3840,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce GTX 1050,windows,2.1,93187
781,Dell,Netbook,11.6,Full HD,0,0,768,1366,Intel,Pentium Quad,1.1,4,SSD,128,0,Intel, HD Graphics 505,windows,1.6,39640
782,HP,Netbook,12.5,Full HD,0,0,768,1366,Intel,Core i5,2.6,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,74006
783,Toshiba,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.3,4,HDD,500,0,Intel, HD Graphics 520,windows,2.1,41558
784,HP,Notebook,15.6,Full HD,0,0,768,1366,AMD,A12-Series 9700P,2.5,8,HDD,2048,0,AMD, Radeon R7 Graphics,windows,2,33513
785,Dell,Gaming,15.6,4k Ultra HD,0,0,2160,3840,Intel,Core i7,2.8,16,SSD,512,0,Nvidia, GeForce GTX 1050 Ti,windows,2.6,89457
786,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,HDD,1024,0,Nvidia, GeForce 920M,windows,2.4,32448
787,HP,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,12,HDD,1024,0,AMD, Radeon RX 580,windows,3.7,93187
788,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,512,1024,Nvidia, GeForce GTX 1070,windows,2.9,128671
789,Samsung,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,0.8,79867
790,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,HDD,1024,0,Nvidia, GeForce GT 940MX,windows,2,51202
791,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,AMD, Radeon R5 M420,windows,2.2,42081
792,Lenovo,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,99048
793,Razer,Ultrabook,12.5,4k Ultra HD,1,1,2160,3840,Intel,Core i7,2.5,16,SSD,512,0,Intel, HD Graphics 620,windows,1.3,95851
794,HP,Netbook,11.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,Flash Storage,16,0,Intel, HD Graphics 400,other,1.2,20513
795,Dell,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia, GeForce GTX 1060,windows,4.4,133467
796,Dell,Notebook,14,Full HD,0,0,768,1366,Intel,Core i5,2.3,4,HDD,500,0,Intel, HD Graphics 520,windows,1.8,40226
797,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,windows,2.1,26102
798,Toshiba,Ultrabook,14,Full HD,0,0,768,1366,Intel,Core i5,2.5,4,SSD,128,0,Intel, HD Graphics 620,windows,1.3,58075
799,Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,512,0,Intel, HD Graphics 620,windows,1.1,133147
800,MSI,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce GTX 1050,windows,2.4,63883
801,Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,Flash Storage,256,0,Intel, HD Graphics 620,windows,1.1,99900
802,Toshiba,Notebook,14,Full HD,0,0,768,1366,Intel,Pentium Dual,2.1,4,SSD,128,0,Intel, HD Graphics 510,windows,1.8,26587
803,Asus,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.1,72354
804,Dell,Notebook,14,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,windows,1.8,31169
805,Acer,Netbook,11.6,Full HD,1,0,768,1366,Intel,Celeron Dual,1.6,4,Flash Storage,32,0,Intel, HD Graphics 400,other,1.4,18914
806,Acer,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i3,2.4,8,SSD,128,0,Intel, HD Graphics 620,windows,1.5,32980
807,Razer,Gaming,17.3,4k Ultra HD,0,1,2160,3840,Intel,Core i7,2.9,32,SSD,512,0,Nvidia, GeForce GTX 1080,windows,3.5,292987
808,Lenovo,Ultrabook,14,Quad HD +,1,0,1440,2560,Intel,Core i7,2.6,16,SSD,512,0,Intel, HD Graphics 520,windows,1.1,111835
809,Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,HDD,1024,0,Nvidia, GeForce 920,linux,2.1,27652
810,Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.3,8,SSD,256,0,Intel, HD Graphics 520,windows,1.7,63190
811,Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.6,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,87912
812,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,3.2,147832
813,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,2.9,128884
814,Toshiba,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2.4,4,HDD,500,0,Intel, HD Graphics 620,windows,2,35644
815,Lenovo,Notebook,14,Full HD,0,0,768,1366,Intel,Celeron Quad,1.6,4,Flash Storage,16,0,Intel, HD Graphics 400,other,1.5,17316
816,Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,128,0,Intel, HD Graphics 620,windows,2.3,31435
817,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.6,16,Hybrid,512,1024,Nvidia, GeForce GTX 1060,windows,2.7,95851
818,Dell,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,32,Hybrid,512,1024,Nvidia, GeForce GTX 1070,windows,4.4,163724
819,HP,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia, GeForce 930MX,windows,2.6,48485
820,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,8,SSD,128,0,Intel, HD Graphics 620,windows,2.2,38041
821,HP,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.5,8,SSD,512,0,Intel, HD Graphics 520,windows,1.5,99634
822,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,4,SSD,256,0,AMD, Radeon R5 M420,windows,2.2,39374
823,HP,2 in 1 Convertible,11.6,Full HD,0,1,768,1366,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel, HD Graphics 500,other,1.4,32767
824,Asus,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.3,8,SSD,512,0,Nvidia, GeForce 940M,windows,1.5,54665
825,HP,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,121319
826,HP,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.5,8,SSD,512,0,Intel, HD Graphics 520,windows,1.5,78215
827,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,SSD,128,0,Intel, HD Graphics 400,N/A,1.9,15931
828,Asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia, GeForce GTX 1060,windows,2.1,101179
829,Dell,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,HDD,1024,0,AMD, Radeon R7 M445,linux,2.8,46087
830,Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, GeForce GT 940MX,windows,2,101392
831,Asus,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Nvidia, GeForce GTX 930MX,windows,2.3,41931
832,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,128,0,Intel, HD Graphics 620,windows,1.9,50350
833,Asus,Notebook,15.6,Full HD,0,0,768,1366,Intel,Pentium Quad,1.1,4,HDD,1024,0,Intel, HD Graphics 505,windows,2,23923
834,HP,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,136344
835,Dell,Notebook,13.3,Full HD,0,1,1080,1920,Intel,Core i5,2.3,8,HDD,1024,0,Intel, HD Graphics 520,windows,1.6,34579
836,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,0,Intel, HD Graphics 520,N/A,2.2,24988
837,Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Intel, HD Graphics 620,windows,2.3,45323
838,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.6,8,SSD,256,0,AMD, Radeon R7 M465,windows,1.8,71875
839,Toshiba,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,SSD,128,0,Intel, HD Graphics 620,windows,1.1,68465
840,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia, GeForce GTX 1050,N/A,2.5,54186
841,Dell,Ultrabook,13.3,Quad HD +,0,1,1800,3200,Intel,Core i7,2.5,16,SSD,512,0,Intel, Iris Plus Graphics 640,windows,1.3,119347
842,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.3,4,HDD,500,0,Intel, HD Graphics 520,windows,2.1,48485
843,Toshiba,Ultrabook,13.3,Full HD,0,0,768,1366,Intel,Core i5,2.3,8,SSD,256,0,Intel, HD Graphics 520,windows,1.2,58342
844,Lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,103896
845,Acer,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.6,48059
846,Dell,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia, Quadro M620,windows,2.2,94732
847,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,4,HDD,500,0,Intel, HD Graphics 620,windows,2.4,56210
848,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,0,AMD, Radeon R5 M430,N/A,2.2,25521
849,Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,2,73953
850,Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i3,2.4,4,SSD,180,0,Intel, HD Graphics 620,windows,1.4,39161
851,Samsung,Ultrabook,15,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,SSD,256,0,Nvidia, GeForce 940MX,windows,1.2,98515
852,Dell,Ultrabook,12.5,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Intel, HD Graphics 620,windows,1.6,90043
853,Asus,Notebook,15.6,Full HD,0,0,768,1366,Intel,Pentium Quad,1.1,4,HDD,1024,0,Intel, HD Graphics 505,linux,2,21258
854,Xiaomi,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.3,8,SSD,256,0,Nvidia, GeForce 940MX,windows,1.3,49817
855,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,Hybrid,128,1024,Nvidia, GeForce 940MX,windows,2.2,48618
856,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,SSD,256,0,Intel, HD Graphics 620,windows,2,44702
857,HP,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,2.5,4,SSD,256,0,Intel, HD Graphics 620,windows,1.3,90576
858,HP,2 in 1 Convertible,15.6,Full HD,0,1,768,1366,Intel,Core i5,2.5,4,HDD,500,0,Intel, HD Graphics 620,windows,2.3,36486
859,Asus,Notebook,14.1,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.7,18541
860,Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.5,8,HDD,1024,0,Nvidia, GeForce 940MX,windows,2.2,35644
861,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Pentium Quad,1.6,4,HDD,500,0,Intel, HD Graphics,windows,2.2,19660
862,HP,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,2.5,4,SSD,256,0,Intel, HD Graphics 620,windows,1.3,95851
863,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,1024,0,AMD, Radeon R5 M420X,linux,2.2,24280
864,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,12,Hybrid,128,1024,Nvidia, GeForce GTX 1050,windows,2.2,72988
865,Acer,Netbook,11.6,Full HD,1,0,768,1366,Intel,Celeron Dual,1.6,4,Flash Storage,32,0,Intel, HD Graphics 400,other,1.3,15824
866,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,AMD,A4-Series 7210,2.2,4,HDD,500,0,AMD, Radeon R3,windows,2.8,20193
867,HP,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,SSD,128,0,Intel, HD Graphics 620,windows,2,67399
868,HP,2 in 1 Convertible,13.3,Quad HD +,0,1,1800,3200,Intel,Core i7,2.7,16,SSD,256,0,Intel, HD Graphics 620,windows,1.4,74539
869,Samsung,Ultrabook,15,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.2,90523
870,Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,95851
871,MSI,Gaming,17.3,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.6,16,Hybrid,512,2048,Nvidia, GeForce GTX 1060,windows,2.4,141139
872,Toshiba,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.1,78588
873,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia, GeForce GTX 1050Ti,linux,2.6,49497
874,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,HDD,1024,0,Nvidia, GeForce 930MX,windows,2,47952
875,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,1024,0,AMD, Radeon R5 M420X,windows,2.2,32714
